row_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin
4603,US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Home Office,Jacksonville,North Carolina,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,1,0.2,7.056,0.3861646234676007
4604,US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Home Office,Jacksonville,North Carolina,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,4,0.2,7.056,0.045899250624479596
4605,US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Home Office,Jacksonville,North Carolina,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2,0.2,7.065,0.577961387434555
4606,US-2015-113327,2015-05-26,2015-05-29,Second Class,BF-11170,Home Office,Jacksonville,North Carolina,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,7,0.2,7.065,0.042067593959891396
4607,CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Consumer,Rochester,New York,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,45.99,1,0,7.0659,0.1536399217221135
4608,CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Consumer,Rochester,New York,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0,7.068,0.013201098223791114
4609,CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Consumer,Rochester,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2,0.2,7.0713,1.1599901574803149
4610,CA-2015-135020,2015-05-28,2015-06-02,Standard Class,MS-17770,Consumer,Rochester,New York,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,7,0,7.08,0.15608465608465608
4611,US-2017-141852,2017-11-09,2017-11-14,Standard Class,JE-15745,Consumer,Oceanside,California,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,7.0854,0.15036926994906621
4612,CA-2016-109407,2016-01-24,2016-01-26,Second Class,HG-14965,Corporate,Gulfport,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0,7.095,0.22624362244897958
4613,US-2017-165953,2016-12-31,2017-01-06,Standard Class,EP-13915,Consumer,Jacksonville,Florida,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,7.098,0.14906754032258066
4614,US-2017-165953,2016-12-31,2017-01-06,Standard Class,EP-13915,Consumer,Jacksonville,Florida,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,23.48,5,0.2,7.1022,0.3024787052810903
4615,CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Home Office,Houston,Texas,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3,0.8,7.106,0.11317088708393057
4616,CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Home Office,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,0.2,7.11,0.25
4617,CA-2015-159863,2015-09-04,2015-09-07,Second Class,DS-13180,Corporate,Houston,Texas,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,3,0.2,7.1196,0.052982675477763884
4618,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TH-21550,Home Office,Everett,Massachusetts,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 ConferenceÂ phone,589.9,2,0,7.128,0.01208340396677403
4619,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TH-21550,Home Office,Everett,Massachusetts,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0,7.128,0.013128522488672781
4620,CA-2017-145219,2017-12-24,2017-12-25,First Class,RM-19675,Home Office,Los Angeles,California,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,6,0.2,7.1346,0.0024773329555492587
4621,CA-2017-145219,2017-12-24,2017-12-25,First Class,RM-19675,Home Office,Los Angeles,California,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,7.1372,0.07888152077807249
4622,CA-2015-161214,2015-10-05,2015-10-08,Second Class,SF-20965,Corporate,Wilmington,Delaware,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5,0,7.152,0.09222437137330755
4623,CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Consumer,Columbia,Tennessee,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,3,0.2,7.1586,0.8105298913043477
4624,CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Consumer,Columbia,Tennessee,South,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,4,0.2,7.1586,0.04032196286950252
4625,CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Consumer,Columbia,Tennessee,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,2,0.2,7.1592,0.02769730733519034
4626,CA-2017-147228,2017-09-09,2017-09-14,Standard Class,SO-20335,Consumer,Columbia,Tennessee,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,3,0.2,7.1628,0.5067062818336163
4627,CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Corporate,New York City,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0,7.1712,0.09247195357833655
4628,CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Corporate,New York City,New York,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2,0,7.182,0.2886655948553055
4629,CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Corporate,New York City,New York,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,0,7.1864,0.051057904085257545
4630,CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,Corporate,New York City,New York,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,7.1864,0.19618891618891618
4631,US-2015-126235,2015-10-15,2015-10-15,Same Day,GA-14725,Consumer,Mount Pleasant,Michigan,Central,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2,0,7.1928,0.4196499416569428
4632,CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Consumer,San Francisco,California,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,5,0,7.196,0.13905314009661834
4633,CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Consumer,San Francisco,California,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0,7.196,0.05805098418844789
4634,CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,Corporate,San Francisco,California,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,7.1976,0.012274257415611922
4635,CA-2015-130456,2015-08-21,2015-08-26,Standard Class,DS-13180,Corporate,San Francisco,California,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,7.1988,0.08889602370955792
4636,CA-2017-116288,2017-03-12,2017-03-17,Standard Class,BS-11380,Corporate,San Francisco,California,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,7.1994,0.029634477648802175
4637,CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Consumer,Los Angeles,California,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0,7.2,0.058102001291155586
4638,CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Consumer,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,3,0,7.2,0.5811138014527845
4639,CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,Consumer,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0,7.2036,0.15229598308668077
4640,CA-2016-102162,2016-09-11,2016-09-16,Standard Class,JF-15565,Consumer,Newport News,Virginia,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,8,0,7.209,0.004505850292514625
4641,CA-2016-102162,2016-09-11,2016-09-16,Standard Class,JF-15565,Consumer,Newport News,Virginia,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,1,0,7.209,0.6500450856627592
4642,CA-2017-130141,2017-10-22,2017-10-24,Second Class,HA-14905,Consumer,Fort Collins,Colorado,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,4,0.7,7.2111,2.2762310606060607
4643,CA-2017-130141,2017-10-22,2017-10-24,Second Class,HA-14905,Consumer,Fort Collins,Colorado,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,4,0.2,7.2144,0.012457177588683834
4644,CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Consumer,Seattle,Washington,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2,0.2,7.2177,1.1334327889447235
4645,CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Consumer,Seattle,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,7.2177,0.012925680515759312
4646,CA-2016-143910,2016-08-12,2016-08-16,Standard Class,BC-11125,Home Office,New York City,New York,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2,0.1,7.2177,0.04951634148349386
4647,CA-2014-146885,2014-05-30,2014-06-05,Standard Class,EB-13840,Corporate,Richmond,Virginia,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,3,0,7.2268,0.5306020558002937
4648,CA-2016-139556,2016-04-26,2016-05-01,Standard Class,DB-13360,Home Office,New York City,New York,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,0.1,7.2268,0.016626864160719297
4649,CA-2017-129357,2017-05-14,2017-05-19,Standard Class,KB-16585,Corporate,Seattle,Washington,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,9,0,7.2268,0.016417456098502918
4650,CA-2017-129357,2017-05-14,2017-05-19,Standard Class,KB-16585,Corporate,Seattle,Washington,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,5,0,7.2298,0.1122639751552795
4651,CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Home Office,San Francisco,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,0,7.25,0.02964628910243304
4652,CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Home Office,San Francisco,California,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,4,0,7.25,0.03703514507560278
4653,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,GH-14410,Home Office,Perth Amboy,New Jersey,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0,7.254,0.6168367346938776
4654,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,GH-14410,Home Office,Perth Amboy,New Jersey,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,5,0,7.2576,0.043602282967858216
4655,CA-2017-159107,2017-06-24,2017-06-26,Second Class,KT-16480,Consumer,San Francisco,California,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,0,7.2576,2.52
4656,CA-2014-160738,2014-05-05,2014-05-10,Standard Class,KH-16330,Corporate,Freeport,Illinois,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,0.2,7.2576,0.1603960396039604
4657,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2,0.2,7.2576,0.12115384615384615
4658,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,7.2576,0.30627954085077647
4659,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,7.2576,0.9108433734939759
4660,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,7,0.2,7.2576,0.39876923076923076
4661,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,3,0.2,7.2576,0.2634146341463415
4662,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,0.3,7.2576,0.008597870434869141
4663,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,3,0.2,7.2576,0.09455909943714823
4664,CA-2016-111409,2016-09-18,2016-09-22,Standard Class,PO-18850,Consumer,Jacksonville,Florida,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3,1,0.2,7.2576,2.4192
4665,CA-2016-116232,2016-09-22,2016-09-26,Standard Class,AC-10450,Consumer,Pembroke Pines,Florida,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,9,0.7,7.2576,0.9669064748201439
4666,CA-2016-116232,2016-09-22,2016-09-26,Standard Class,AC-10450,Consumer,Pembroke Pines,Florida,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,2,0.2,7.2576,0.4382608695652174
4667,CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,Corporate,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0,7.2576,0.09081081081081081
4668,CA-2016-116547,2016-01-10,2016-01-17,Standard Class,KB-16585,Corporate,Seattle,Washington,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,7.2576,0.1037096313232352
4669,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Corporate,Fort Worth,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,0.8,7.2576,0.6562025316455696
4670,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Corporate,Fort Worth,Texas,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,7,0.32,7.2576,0.011640753415429389
4671,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Corporate,Fort Worth,Texas,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5,0.2,7.2576,0.009392762851374437
4672,CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Consumer,Detroit,Michigan,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,4,0.1,7.2576,0.025632549268912907
4673,CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Consumer,Detroit,Michigan,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OCÂ Speaker Phone,635.96,4,0,7.264,0.011422102018994905
4674,CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Consumer,Detroit,Michigan,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,0,7.264,0.06104714681906043
4675,CA-2016-133550,2016-07-31,2016-08-06,Standard Class,KL-16645,Consumer,Detroit,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0,7.2696,0.02663442514838426
4676,CA-2017-139416,2017-03-27,2017-03-29,Second Class,AG-10270,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,2,0.2,7.272,0.48454157782515994
4677,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Consumer,Logan,Utah,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,7.2744,0.21985009671179884
4678,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Consumer,Logan,Utah,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,7.3008,0.09015559397382068
4679,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Consumer,Logan,Utah,West,TEC-AC-10004877,Technology,Accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,82.8,12,0,7.3008,0.08817391304347826
4680,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Consumer,Logan,Utah,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,7.308,0.34213483146067414
4681,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,Consumer,Logan,Utah,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,0.2,7.3132,0.11786358947911295
4682,CA-2016-169215,2016-07-14,2016-07-18,Second Class,RE-19450,Consumer,Auburn,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,9,0,7.3132,0.246984126984127
4683,CA-2016-127698,2016-12-01,2016-12-01,Same Day,MV-18190,Consumer,Raleigh,North Carolina,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,863.928,9,0.2,7.3206,0.008473622801900157
4684,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,Corporate,Philadelphia,Pennsylvania,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,0.4,7.3359,0.030323660714285713
4685,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,Corporate,Philadelphia,Pennsylvania,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,0.5,7.3386,0.04478032706858677
4686,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,0.7,7.3451,2.1070281124497994
4687,CA-2016-159912,2016-08-29,2016-09-03,Standard Class,GB-14530,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,7.3479,0.6942460317460318
4688,CA-2016-101987,2016-06-24,2016-06-30,Standard Class,HL-15040,Consumer,Richmond,Indiana,Central,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,440.91,9,0,7.3528,0.01667641922387789
4689,US-2017-154851,2017-03-30,2017-04-03,Standard Class,BP-11155,Consumer,Lancaster,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,7.371,1.2897637795275592
4690,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Consumer,Tucson,Arizona,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,7.3788,0.14198737684729063
4691,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Consumer,Tucson,Arizona,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,3,0.2,7.3834,0.10258141602756475
4692,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Consumer,Tucson,Arizona,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,242.352,3,0.2,7.384,0.03046807948768733
4693,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Consumer,Tucson,Arizona,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,5,0.2,7.384,0.03327325162220621
4694,CA-2014-138681,2014-12-20,2014-12-22,First Class,CT-11995,Consumer,Tucson,Arizona,West,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,8.448,2,0.2,7.3872,0.8744318181818181
4695,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,0,7.392,0.25040650406504067
4696,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,302.94,3,0,7.4,0.024427279329240114
4697,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0,7.4,0.051980893509412755
4698,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",546.66,9,0,7.4172,0.013568214246515203
4699,US-2015-138121,2015-12-17,2015-12-17,Same Day,JL-15835,Consumer,Detroit,Michigan,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0,7.4256,0.03500494979493707
4700,CA-2017-140298,2017-05-11,2017-05-17,Standard Class,JK-16120,Home Office,Austin,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,5.248,2,0.2,7.434,1.4165396341463414
4701,CA-2017-140298,2017-05-11,2017-05-17,Standard Class,JK-16120,Home Office,Austin,Texas,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,74.416,2,0.2,7.4368,0.09993549774242098
4702,CA-2017-140298,2017-05-11,2017-05-17,Standard Class,JK-16120,Home Office,Austin,Texas,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,6.848,2,0.2,7.4376,1.0860981308411215
4703,CA-2017-140298,2017-05-11,2017-05-17,Standard Class,JK-16120,Home Office,Austin,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,7.4496,0.9316658329164582
4704,CA-2016-166240,2016-06-24,2016-06-28,Standard Class,DH-13075,Corporate,Houston,Texas,Central,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,8.712,2,0.8,7.4571,0.8559573002754821
4705,CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,Consumer,Waterbury,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,0,7.4592,0.11445757250268528
4706,CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,Consumer,Waterbury,Connecticut,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,7.4655,0.5106361149110807
4707,CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,Consumer,Waterbury,Connecticut,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0,7.4694,0.043115908566151
4708,CA-2017-138149,2017-06-29,2017-06-30,First Class,WB-21850,Consumer,Los Angeles,California,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,7.4752,0.008343602107331012
4709,CA-2017-138149,2017-06-29,2017-06-30,First Class,WB-21850,Consumer,Los Angeles,California,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0,7.476,0.057195317879274725
4710,CA-2017-138149,2017-06-29,2017-06-30,First Class,WB-21850,Consumer,Los Angeles,California,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,2,0,7.4816,0.6405479452054795
4711,CA-2017-138149,2017-06-29,2017-06-30,First Class,WB-21850,Consumer,Los Angeles,California,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,7.4824,0.12008345369924571
4712,CA-2014-112403,2014-03-31,2014-03-31,Same Day,JO-15280,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,1,0.7,7.4824,8.782159624413145
4713,CA-2014-108273,2014-12-16,2014-12-21,Standard Class,EJ-13720,Consumer,Huntsville,Texas,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7,0.2,7.4824,0.20619488536155206
4714,CA-2014-108273,2014-12-16,2014-12-21,Standard Class,EJ-13720,Consumer,Huntsville,Texas,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,2,0.6,7.4872,0.1323575166171687
4715,CA-2017-121643,2017-05-18,2017-05-20,First Class,AB-10105,Consumer,Portland,Oregon,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,7.4872,0.02172066468622354
4716,US-2015-122910,2015-05-12,2015-05-16,Standard Class,LT-16765,Consumer,Louisville,Colorado,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,7.4872,0.03714183665370267
4717,CA-2017-143126,2017-12-03,2017-12-07,Second Class,CM-12655,Home Office,Seattle,Washington,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2,0,7.4872,0.0143443942064526
4718,CA-2015-129042,2015-12-12,2015-12-17,Standard Class,EM-13960,Consumer,Baltimore,Maryland,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,3,0,7.4872,0.9108515815085158
